GPA,SAT_Score,Extracurricular,Volunteer_Hours,Recommendation_Score,Interview_Score,Intended_Major,Legacy,First_Gen,Gender,Ethnicity,International,Income_Level,High_School_Rating,Admitted
2.76,1408.0,0,43.0,1.2,7.7,Arts,0,0,Other,Asian,1,High,9.4,Yes
3.22,1070.0,1,83.0,1.4,6.7,SocialSci,1,0,Other,Other,0,High,9.2,Yes
3.85,1143.0,1,35.0,3.6,4.5,Health,0,0,Female,Asian,0,Low,7.8,No
3.71,1151.0,0,65.0,1.8,1.4,Arts,0,1,Female,Asian,0,High,6.9,No
3.48,1043.0,1,70.0,3.1,4.9,Business,0,0,Female,Other,0,Middle,4.8,Yes
3.75,1203.0,1,3.0,2.6,9.3,Business,1,0,Male,Other,0,Low,7.1,No
2.6,1169.0,0,78.0,2.9,2.1,SocialSci,0,0,Other,Hispanic,0,Middle,4.2,Yes
3.5,1174.0,0,87.0,1.1,4.7,Arts,1,0,Female,Other,0,High,8.9,Yes
2.58,1120.0,1,33.0,3.2,8.6,STEM,0,1,Male,Asian,0,High,3.9,No
3.03,1208.0,0,48.0,4.9,2.9,Health,0,0,Other,Black,0,Middle,9.8,No
2.98,1228.0,0,86.0,3.3,1.8,SocialSci,0,1,Female,Hispanic,0,Low,1.0,Yes
2.09,1219.0,1,34.0,1.7,4.1,SocialSci,1,0,Other,White,0,Low,3.1,No
3.14,1151.0,0,67.0,3.2,1.8,Health,0,0,Male,White,0,High,9.7,No
3.01,1268.0,1,-0.0,3.3,8.2,STEM,0,0,Other,Hispanic,0,High,9.9,No
3.04,1246.0,1,50.0,4.1,9.1,Arts,0,0,Other,Other,0,Low,2.5,Yes
2.06,1145.0,1,72.0,3.6,5.1,Arts,0,1,Female,White,0,Middle,2.2,Yes
2.75,1173.0,1,27.0,1.5,4.3,Business,0,0,Female,Black,1,Low,6.7,No
2.85,1159.0,1,61.0,4.3,8.7,STEM,0,0,Male,Black,0,Middle,3.3,Yes
3.47,1085.0,1,51.0,1.1,9.9,Business,1,0,Other,Asian,0,Low,6.5,Yes
3.47,1165.0,1,34.0,4.3,6.6,Business,0,1,Other,Black,0,High,3.4,No
2.76,1104.0,0,63.0,1.6,4.0,Health,0,1,Male,Hispanic,1,Middle,4.8,No
2.81,1207.0,0,72.0,4.0,4.7,Arts,1,0,Other,Hispanic,0,Low,7.6,Yes
3.42,1201.0,1,29.0,1.5,4.0,Health,0,0,Female,Black,1,Low,7.2,No
2.84,1091.0,1,17.0,3.5,5.1,Arts,0,0,Male,Other,0,Middle,6.6,No
3.21,1251.0,1,72.0,2.6,5.3,STEM,0,0,Other,Hispanic,0,Middle,9.3,Yes
2.53,1096.0,0,58.0,4.6,6.8,SocialSci,0,0,Other,Other,0,Low,3.9,Yes
2.11,1181.0,0,61.0,3.0,3.5,STEM,0,0,Other,Hispanic,0,Middle,6.6,No
3.39,1058.0,0,75.0,2.7,7.6,Health,0,0,Female,Black,0,Low,5.5,Yes
3.34,1145.0,1,19.0,4.1,7.7,Business,0,1,Other,Black,0,Middle,9.6,No
2.17,1145.0,1,47.0,2.1,7.9,Arts,0,0,Other,Hispanic,1,Low,6.8,No
2.05,1421.0,0,81.0,2.2,4.6,Health,0,0,Other,Black,0,Middle,4.7,Yes
2.0,1064.0,1,46.0,3.2,6.7,STEM,0,0,Other,Hispanic,0,High,3.1,No
2.26,1188.0,0,62.0,4.3,5.0,Business,1,1,Male,White,1,Low,2.3,Yes
2.42,1086.0,1,13.0,2.6,4.7,Arts,0,0,Other,Asian,0,Low,4.9,No
3.71,1332.0,0,31.0,1.9,5.0,Health,0,0,Other,Black,0,Middle,2.3,No
2.87,1393.0,1,58.0,4.5,9.3,STEM,0,0,Male,Black,1,Low,8.3,Yes
3.3,1166.0,1,52.0,4.3,6.2,Health,0,1,Male,Asian,0,Middle,5.9,No
3.94,1366.0,1,72.0,4.8,2.1,STEM,0,0,Male,Hispanic,1,Low,1.4,Yes
2.88,1233.0,0,51.0,2.8,7.4,Arts,0,1,Male,Black,0,Middle,5.1,Yes
3.6,1176.0,1,28.0,3.3,8.6,Business,1,0,Male,Hispanic,1,High,9.5,No
2.77,1164.0,0,52.0,3.2,3.2,STEM,0,0,Male,Other,0,High,8.2,Yes
3.48,1062.0,1,41.0,4.4,9.4,Arts,0,0,Male,White,0,Middle,4.2,Yes
2.53,1172.0,0,36.0,3.1,9.8,Business,0,1,Other,Hispanic,0,Middle,6.4,No
3.78,1166.0,0,75.0,1.4,1.8,Arts,1,0,Male,Black,0,Middle,2.5,Yes
2.1,1202.0,1,43.0,1.4,9.0,Arts,0,0,Female,Other,0,High,6.7,Yes
2.9,1211.0,0,60.0,1.8,4.7,SocialSci,0,0,Female,Black,0,Middle,6.2,No
3.98,1282.0,0,41.0,1.0,1.8,Arts,0,1,Male,Asian,0,High,7.0,No
2.29,1328.0,1,50.0,2.3,7.8,Arts,1,0,Female,Other,0,High,2.3,Yes
2.2,1395.0,1,41.0,3.9,8.5,Business,0,0,Other,Other,0,High,5.1,Yes
2.66,1263.0,0,64.0,3.3,7.8,STEM,0,0,Male,Black,0,Middle,1.5,Yes
2.27,1117.0,0,51.0,1.3,5.6,Health,1,0,Female,Hispanic,0,Low,6.8,No
3.36,1074.0,1,49.0,2.5,3.5,Arts,0,0,Other,White,0,High,2.8,No
3.23,1181.0,1,35.0,1.4,2.8,Health,0,1,Other,Hispanic,0,High,7.1,No
3.05,1247.0,1,55.0,3.9,3.1,Health,0,0,Male,White,0,High,5.6,Yes
3.94,1112.0,0,41.0,3.1,4.7,SocialSci,0,0,Other,Hispanic,0,Middle,8.3,No
2.63,1165.0,1,62.0,4.6,9.7,STEM,0,0,Other,Hispanic,0,Low,4.9,Yes
2.89,1202.0,1,57.0,1.7,6.1,Business,0,0,Other,Hispanic,0,Low,9.4,Yes
2.93,1113.0,1,55.0,1.1,5.8,Business,0,1,Female,White,0,Low,6.6,No
3.41,1313.0,0,57.0,2.7,4.8,STEM,0,0,Male,Asian,0,High,1.4,Yes
2.45,993.0,0,62.0,2.4,5.3,SocialSci,0,1,Male,Black,0,Low,9.9,No
3.51,1306.0,1,15.0,2.3,9.9,Arts,0,1,Male,Asian,0,Low,6.1,No
2.37,1434.0,0,34.0,1.7,2.8,SocialSci,0,1,Female,White,0,High,6.4,No
3.95,1217.0,1,54.0,3.7,1.2,Arts,1,0,Male,White,0,Low,9.9,Yes
3.9,1160.0,0,41.0,4.8,9.1,Business,0,0,Other,White,0,High,6.1,Yes
2.8,1204.0,0,63.0,3.2,6.6,SocialSci,0,1,Female,Black,0,High,4.7,Yes
3.76,1188.0,1,43.0,1.8,9.0,Health,0,0,Male,Black,1,Low,6.8,Yes
2.79,1246.0,0,61.0,2.4,6.1,STEM,0,0,Other,Black,0,Low,9.0,Yes
3.08,1221.0,0,33.0,1.1,5.2,Health,0,0,Female,Hispanic,0,Middle,9.4,No
3.5,1126.0,1,99.0,2.6,7.3,SocialSci,0,0,Other,Asian,0,High,5.6,Yes
3.52,1283.0,1,68.0,4.4,1.3,SocialSci,1,0,Male,Hispanic,0,Low,3.4,Yes
3.77,1107.0,0,53.0,2.8,5.3,SocialSci,0,0,Female,Asian,0,Low,7.3,Yes
2.92,1194.0,1,57.0,3.4,2.5,STEM,0,0,Female,Hispanic,0,Middle,5.6,Yes
3.19,1267.0,0,66.0,1.3,7.2,Business,0,0,Female,Other,0,High,3.8,Yes
3.14,1323.0,0,40.0,1.4,8.8,STEM,0,0,Female,White,0,High,7.0,No
3.01,1202.0,1,39.0,2.9,3.2,SocialSci,0,0,Other,Other,0,High,4.9,No
3.39,1291.0,1,60.0,1.1,2.3,STEM,0,1,Male,Black,0,High,7.5,Yes
2.52,1183.0,0,56.0,3.4,8.9,SocialSci,0,1,Female,Black,0,Low,5.8,Yes
2.13,1277.0,0,62.0,1.7,5.3,Health,0,1,Female,White,0,Low,6.4,Yes
3.04,1234.0,1,86.0,2.6,6.2,Health,0,0,Male,White,0,Middle,2.4,Yes
2.86,1270.0,0,72.0,3.4,8.6,Business,0,0,Male,Other,0,High,7.8,Yes
3.05,1280.0,0,45.0,4.9,9.8,Business,0,1,Male,Hispanic,0,Low,7.6,Yes
3.23,1256.0,0,23.0,3.4,2.6,Business,0,0,Other,Black,0,High,7.7,No
2.73,1133.0,1,30.0,3.9,2.3,Arts,0,0,Male,Other,0,Middle,8.4,No
2.61,1127.0,1,33.0,1.6,8.4,STEM,0,0,Other,Other,0,Low,4.3,No
3.35,1188.0,1,64.0,3.7,8.5,Health,0,0,Male,Black,0,High,3.0,Yes
2.8,1118.0,0,42.0,1.9,9.4,Business,0,1,Female,White,0,Middle,2.8,No
3.67,1400.0,1,33.0,1.7,2.4,Business,0,0,Female,Black,0,Low,9.9,No
3.52,1142.0,0,22.0,4.3,8.9,Business,1,1,Other,Black,0,High,3.4,No
3.8,1173.0,0,50.0,4.2,2.1,SocialSci,0,0,Female,White,0,Low,1.8,Yes
2.19,1231.0,0,36.0,4.5,5.9,STEM,0,0,Female,Other,0,Middle,9.4,No
2.32,1136.0,0,29.0,1.4,6.7,Health,1,0,Female,Hispanic,0,Middle,7.7,No
3.22,1094.0,1,78.0,2.1,4.4,Business,0,0,Other,Black,0,Middle,5.8,Yes
3.42,1240.0,1,32.0,3.6,7.8,Health,0,1,Male,Asian,0,High,3.1,No
2.42,1204.0,1,45.0,3.9,9.2,Business,0,0,Other,Asian,0,Low,9.8,Yes
2.05,1269.0,0,31.0,1.9,4.7,Arts,0,0,Male,Asian,0,Low,4.7,No
3.72,1247.0,1,79.0,3.8,4.5,Arts,0,1,Female,Black,1,Middle,9.2,Yes
3.56,1425.0,1,36.0,2.0,7.3,Arts,1,1,Female,White,0,High,6.6,No
3.84,1249.0,1,38.0,1.4,3.8,Health,0,1,Female,Asian,1,Middle,7.9,No
2.58,1046.0,0,27.0,3.0,7.1,Business,0,0,Male,Hispanic,0,Low,3.8,No
3.02,1179.0,1,25.0,3.0,3.2,SocialSci,0,0,Female,White,0,Low,3.8,No
3.45,1273.0,0,37.0,2.0,2.1,Business,1,1,Male,Asian,1,Low,7.1,No
3.25,1232.0,0,46.0,3.6,1.4,Health,0,0,Female,White,0,Middle,9.0,No
2.02,1187.0,1,25.0,4.7,7.3,STEM,0,1,Male,Other,1,High,7.0,No
3.02,1006.0,1,61.0,4.4,5.2,Business,0,0,Male,Black,0,Middle,9.2,Yes
3.96,1200.0,0,26.0,2.3,6.2,Business,0,0,Male,White,0,Middle,8.3,No
2.46,1285.0,0,65.0,1.8,6.2,STEM,0,1,Female,Asian,0,Middle,5.1,Yes
2.91,1304.0,0,58.0,2.7,8.4,STEM,0,0,Other,Asian,0,High,7.8,Yes
3.62,1142.0,1,45.0,1.8,2.7,Health,1,0,Female,Other,0,Middle,1.7,No
2.53,1341.0,1,52.0,1.5,10.0,STEM,0,0,Female,Black,0,High,6.9,Yes
2.81,1209.0,1,45.0,2.5,6.7,Arts,0,1,Female,Black,1,Low,9.4,No
3.38,1225.0,0,70.0,2.7,8.3,Arts,1,0,Male,Asian,0,Middle,8.4,Yes
2.9,1223.0,0,20.0,1.9,1.0,SocialSci,0,1,Other,White,0,High,6.9,No
3.91,1194.0,1,31.0,3.6,6.8,SocialSci,0,0,Male,Hispanic,0,High,5.1,No
3.7,1078.0,0,17.0,2.6,2.1,STEM,0,1,Female,Black,0,Low,6.4,No
2.58,1114.0,0,27.0,1.0,1.3,STEM,1,1,Male,Asian,0,Low,5.4,No
2.0,1093.0,0,60.0,2.5,8.1,STEM,0,0,Female,Asian,0,Middle,4.6,Yes
3.07,1156.0,1,40.0,1.5,5.0,Arts,0,0,Other,Black,0,Low,3.3,No
3.71,1239.0,1,1.0,4.8,7.0,STEM,0,1,Female,Asian,0,High,3.1,No
3.82,1289.0,1,87.0,2.5,7.0,STEM,0,0,Female,Black,0,Low,5.1,Yes
2.24,1022.0,0,27.0,4.8,4.0,Arts,0,0,Male,Black,0,Low,8.3,No
3.78,1030.0,1,62.0,1.7,6.4,SocialSci,0,0,Other,Black,0,Low,4.2,Yes
3.0,1227.0,0,65.0,3.3,10.0,Health,0,0,Male,Other,0,High,6.4,Yes
3.96,1277.0,0,38.0,5.0,1.2,SocialSci,0,1,Other,Black,0,Middle,4.9,No
3.6,1178.0,1,37.0,3.6,6.2,Health,0,1,Female,Hispanic,1,High,1.2,No
2.33,1082.0,0,46.0,1.6,7.0,SocialSci,0,0,Female,Other,0,High,4.1,No
3.05,1101.0,1,43.0,4.7,7.0,STEM,0,0,Female,Other,0,Middle,6.9,No
3.76,1112.0,0,2.0,2.7,2.2,SocialSci,1,0,Male,White,0,Middle,2.6,No
3.63,1132.0,0,43.0,1.6,4.9,Health,1,0,Female,White,0,Low,2.0,No
3.94,1371.0,1,84.0,2.9,2.5,STEM,1,0,Female,Asian,1,Middle,2.9,Yes
3.67,1207.0,0,78.0,1.9,1.5,STEM,0,0,Other,Hispanic,0,High,1.5,Yes
3.98,1227.0,0,37.0,2.5,3.9,SocialSci,0,1,Other,Black,0,Middle,9.6,No
3.05,1085.0,0,58.0,4.2,9.0,Business,0,0,Other,Hispanic,0,Middle,8.3,Yes
3.19,1293.0,0,75.0,4.6,5.6,Health,0,0,Female,Black,0,High,1.3,Yes
2.14,1174.0,0,59.0,3.0,4.7,Health,1,0,Female,Other,0,Middle,8.0,No
2.79,1222.0,0,31.0,4.6,8.3,Business,0,1,Other,Black,0,Low,1.3,Yes
2.63,1198.0,0,38.0,3.1,3.0,Health,0,0,Other,White,0,High,9.8,No
3.83,1126.0,1,75.0,3.1,7.2,Business,0,1,Female,Hispanic,0,High,9.9,Yes
2.66,1191.0,0,23.0,4.1,6.6,STEM,0,1,Male,Black,0,Low,1.4,No
3.77,1227.0,1,68.0,2.7,9.5,Business,0,0,Other,White,0,Middle,5.9,Yes
2.48,999.0,1,82.0,4.6,4.7,STEM,0,0,Female,Hispanic,0,High,5.8,Yes
3.16,1149.0,0,32.0,1.6,1.1,Business,1,0,Male,White,0,High,7.3,No
3.07,1130.0,1,45.0,1.6,4.4,SocialSci,0,1,Other,White,0,Low,2.5,No
2.2,1130.0,1,65.0,4.9,7.8,STEM,0,0,Other,Asian,0,Middle,3.0,Yes
2.63,1225.0,1,36.0,4.3,3.3,Arts,0,0,Male,Asian,0,Middle,3.0,No
3.97,1088.0,0,42.0,3.2,7.4,Business,0,0,Other,Black,0,Low,9.8,No
3.19,1175.0,1,44.0,2.6,2.6,SocialSci,0,0,Other,White,0,Middle,6.2,No
3.65,1166.0,1,77.0,2.0,5.9,Business,1,1,Other,Black,0,High,3.0,Yes
3.44,1220.0,0,12.0,3.9,6.8,Health,1,1,Female,Other,0,Low,3.1,No
3.8,1452.0,1,38.0,1.8,3.3,Health,0,0,Female,Hispanic,0,High,7.8,Yes
2.69,1214.0,1,24.0,2.1,6.2,STEM,0,0,Other,White,0,High,5.7,No
2.44,1308.0,0,74.0,3.3,3.4,Arts,0,1,Other,Other,0,Low,5.2,Yes
2.14,1370.0,0,57.0,3.7,6.6,Arts,0,0,Other,Hispanic,0,High,3.9,Yes
3.68,1044.0,1,43.0,4.6,1.1,Health,0,0,Female,Hispanic,0,High,8.8,No
3.05,1219.0,1,79.0,1.2,4.3,SocialSci,0,0,Other,Hispanic,0,Middle,6.7,Yes
3.44,1194.0,1,69.0,4.9,9.0,Business,0,1,Other,Hispanic,0,Middle,2.7,Yes
2.13,1075.0,1,45.0,1.2,4.8,SocialSci,0,0,Male,White,0,High,1.9,No
3.69,1237.0,1,35.0,2.2,4.9,SocialSci,0,0,Other,Other,1,High,7.2,No
3.17,1192.0,0,-4.0,3.5,8.7,SocialSci,0,0,Other,White,0,Middle,3.0,No
2.24,1014.0,1,7.0,2.2,7.6,SocialSci,1,1,Other,White,0,High,2.5,No
3.0,1344.0,0,45.0,4.9,4.1,Arts,0,1,Other,Asian,0,Middle,2.7,No
3.19,1248.0,1,25.0,2.5,9.8,STEM,0,0,Other,Black,0,Middle,1.4,No
2.68,1239.0,0,69.0,2.8,8.0,Health,0,0,Male,Other,0,High,9.5,Yes
3.42,1253.0,0,65.0,3.9,3.9,Business,0,0,Female,Black,0,High,6.7,Yes
3.16,1121.0,1,64.0,3.3,1.9,Arts,0,0,Male,Asian,0,High,1.9,Yes
3.68,1334.0,1,54.0,4.9,9.6,SocialSci,1,1,Male,Black,0,Middle,2.6,Yes
3.73,1172.0,0,57.0,3.8,9.4,Business,0,0,Other,White,0,High,6.3,Yes
2.12,1279.0,0,32.0,1.4,8.6,SocialSci,0,0,Female,Other,0,Low,3.3,No
3.29,1079.0,0,42.0,2.0,8.5,Health,0,1,Other,White,0,High,8.6,No
3.45,1321.0,0,54.0,3.1,9.8,Business,0,1,Female,Hispanic,0,High,8.8,Yes
2.29,1127.0,1,60.0,3.2,4.2,SocialSci,0,0,Male,Black,0,Middle,4.4,Yes
3.77,1202.0,0,12.0,2.9,5.5,Health,0,0,Male,White,0,High,3.8,No
3.71,1210.0,1,52.0,2.9,8.2,Health,1,1,Other,Hispanic,1,Middle,4.9,Yes
2.28,1384.0,1,45.0,1.3,6.6,SocialSci,0,0,Other,Hispanic,0,Low,5.1,No
3.77,1119.0,1,26.0,1.9,7.0,Business,0,1,Other,Black,0,High,9.5,No
3.29,1247.0,0,26.0,3.6,2.9,SocialSci,1,1,Female,Hispanic,0,High,2.1,No
3.57,1139.0,0,59.0,4.4,1.7,Health,0,1,Male,Other,0,High,4.9,No
3.6,1429.0,1,52.0,2.4,5.3,SocialSci,0,1,Female,Other,0,High,6.1,Yes
2.32,1219.0,1,68.0,1.1,4.7,Business,0,1,Other,Black,0,High,4.2,Yes
2.13,1373.0,0,30.0,1.0,2.5,STEM,1,0,Male,Hispanic,0,Low,7.5,No
3.27,1409.0,0,39.0,2.2,9.2,Business,1,0,Female,Black,0,High,1.9,Yes
2.67,1053.0,1,62.0,2.5,9.9,Business,1,0,Male,Other,0,Low,7.3,Yes
2.52,1302.0,0,94.0,2.7,9.0,SocialSci,0,0,Male,Other,0,Middle,2.7,Yes
2.26,1209.0,0,62.0,1.3,4.4,Arts,0,0,Male,Other,0,High,7.1,No
3.72,1146.0,0,67.0,3.0,2.0,Arts,0,0,Other,Black,0,High,7.0,Yes
3.14,1098.0,1,61.0,2.7,8.7,Arts,0,1,Female,White,1,Middle,4.5,Yes
3.67,1010.0,1,68.0,1.8,7.4,Arts,0,0,Other,Other,1,Low,9.9,Yes
3.11,1302.0,0,79.0,2.0,3.6,Health,0,0,Other,White,0,Middle,4.6,Yes
2.1,1289.0,0,4.0,2.9,1.2,SocialSci,0,0,Male,Hispanic,0,Middle,1.2,No
2.44,1238.0,1,48.0,3.5,1.9,Arts,0,0,Other,White,0,Low,6.6,No
3.63,1132.0,1,24.0,3.4,1.8,Business,0,0,Other,White,0,High,8.1,No
2.38,1075.0,1,38.0,3.6,3.7,Health,0,0,Other,Hispanic,0,High,9.6,No
3.82,1152.0,0,55.0,4.1,6.5,Arts,0,0,Other,White,0,Middle,1.6,Yes
2.64,1182.0,0,81.0,3.1,8.8,Health,0,1,Other,White,0,High,2.6,Yes
2.84,1190.0,1,22.0,2.5,4.8,SocialSci,0,0,Male,White,0,Low,8.3,No
3.32,1238.0,1,23.0,1.6,4.1,Business,0,0,Female,Hispanic,0,High,5.7,No
3.6,1411.0,1,89.0,5.0,5.8,STEM,1,0,Male,Black,0,High,8.3,Yes
3.53,1235.0,1,15.0,3.6,1.8,Business,1,0,Male,Asian,0,Low,9.3,No
3.63,1188.0,1,19.0,4.2,9.0,STEM,0,0,Other,Other,0,Middle,1.6,No
3.02,1245.0,1,56.0,3.7,9.6,Business,0,0,Male,Other,0,High,6.1,Yes
2.64,1291.0,0,37.0,3.7,4.1,Health,1,0,Female,Other,0,Low,8.9,No
2.43,1324.0,0,41.0,3.2,4.0,Health,0,0,Other,Hispanic,0,High,7.7,No
3.92,1177.0,1,80.0,4.9,4.0,SocialSci,1,1,Male,Asian,0,Low,6.8,Yes
3.15,1036.0,0,47.0,2.4,2.2,SocialSci,0,1,Other,Other,1,Middle,3.5,No
3.94,1186.0,1,74.0,1.1,4.9,STEM,0,0,Other,White,0,Low,2.8,Yes
2.99,1013.0,0,37.0,3.4,10.0,Business,0,0,Female,Asian,0,Middle,8.1,Yes
2.75,1054.0,0,65.0,1.5,5.3,Health,1,0,Female,White,0,Middle,5.2,Yes
3.22,1142.0,0,53.0,5.0,6.7,STEM,0,0,Other,Black,0,Middle,7.3,No
3.99,1224.0,1,53.0,2.8,2.8,Health,1,0,Male,Other,0,Middle,9.6,Yes
3.73,1204.0,0,59.0,1.9,2.0,SocialSci,0,0,Male,Other,0,Middle,8.0,Yes
2.82,1131.0,1,32.0,1.1,5.5,Business,0,0,Male,Other,0,High,7.7,No
2.09,1192.0,0,70.0,4.0,8.5,Arts,0,1,Other,Other,0,High,7.6,Yes
2.82,1241.0,0,52.0,4.6,2.9,Arts,0,1,Other,White,0,High,8.3,No
3.52,1249.0,1,62.0,1.8,6.9,SocialSci,0,0,Female,Asian,0,Low,7.0,Yes
2.0,1159.0,1,73.0,3.7,8.1,SocialSci,0,0,Other,Asian,0,Low,3.3,Yes
3.67,1070.0,0,39.0,1.9,3.3,Health,0,0,Other,Other,0,High,3.9,No
2.52,1088.0,0,27.0,3.2,3.8,SocialSci,1,0,Other,Black,0,Middle,4.9,No
2.73,942.0,0,31.0,1.0,1.7,Health,0,0,Male,White,0,Middle,5.2,No
3.84,1462.0,0,63.0,1.3,2.2,Health,0,1,Female,Black,0,Low,7.2,Yes
2.75,1039.0,1,21.0,2.2,9.0,STEM,0,1,Other,Other,0,High,5.4,No
2.96,1148.0,0,84.0,1.4,1.7,Arts,0,1,Male,White,0,High,4.5,Yes
2.89,1282.0,1,76.0,4.0,6.4,Arts,0,0,Other,Black,0,Low,2.5,Yes
2.73,1099.0,1,30.0,2.3,6.0,Health,0,1,Other,Black,0,High,7.7,No
2.16,1258.0,1,31.0,1.5,8.3,SocialSci,1,0,Male,Asian,0,Middle,4.6,No
2.85,1275.0,0,33.0,2.4,2.3,STEM,1,0,Female,Asian,1,Low,3.2,No
2.99,1370.0,0,48.0,3.0,2.7,Arts,0,0,Male,Other,0,Low,7.9,No
2.44,1293.0,0,83.0,4.3,6.4,SocialSci,0,0,Female,Black,0,High,8.3,Yes
3.65,1024.0,0,5.0,4.4,2.5,Business,0,0,Female,Hispanic,0,Low,9.9,No
2.99,1220.0,1,75.0,2.2,1.1,STEM,1,0,Other,Black,0,High,1.2,Yes
2.48,1316.0,1,69.0,4.0,9.9,Business,0,0,Female,Asian,0,Low,6.9,Yes
2.2,1175.0,1,49.0,1.5,9.0,STEM,1,0,Other,Asian,0,High,8.8,No
3.16,1285.0,0,38.0,4.2,2.1,STEM,0,1,Female,White,0,Low,3.4,No
2.96,1209.0,0,60.0,3.4,2.0,Health,0,0,Male,Other,1,Low,4.0,No
3.43,1264.0,0,63.0,3.1,7.1,STEM,0,0,Male,Asian,0,Middle,5.5,Yes
3.98,1389.0,0,48.0,4.9,3.1,Health,0,0,Other,Hispanic,1,High,4.8,Yes
2.4,1231.0,1,2.0,3.2,8.8,Arts,1,0,Other,Black,0,Low,1.9,No
3.47,1316.0,0,31.0,2.6,3.8,Arts,0,0,Male,Hispanic,0,High,3.2,No
2.86,1245.0,1,52.0,4.0,9.5,Health,0,0,Other,White,0,Middle,9.7,Yes
2.79,1219.0,0,13.0,3.3,7.1,Business,0,1,Other,Other,1,High,9.2,No
2.58,1153.0,0,22.0,1.5,5.3,Business,0,0,Other,White,0,Middle,3.2,No
2.72,1054.0,0,6.0,3.2,8.8,Business,0,0,Male,Hispanic,0,Low,6.7,No
2.24,1398.0,0,77.0,2.5,1.4,SocialSci,0,1,Other,Hispanic,0,Low,7.3,Yes
2.91,1325.0,0,93.0,3.7,2.0,Health,1,0,Other,Black,0,High,8.3,Yes
3.18,1114.0,0,48.0,1.0,5.6,Business,0,0,Female,Other,0,Middle,8.0,No
2.56,992.0,1,62.0,4.9,1.8,STEM,0,1,Female,Asian,0,High,7.9,No
2.91,1189.0,0,44.0,4.8,2.0,Health,0,0,Other,Asian,0,High,7.2,No
2.94,1179.0,1,33.0,4.2,4.8,SocialSci,0,0,Male,White,0,Middle,2.0,No
3.32,1179.0,0,32.0,3.5,7.8,Arts,0,0,Female,Other,0,High,4.0,No
3.17,1288.0,0,41.0,3.5,8.3,Health,0,0,Male,White,0,Low,8.3,Yes
3.89,1166.0,1,27.0,4.9,8.2,Arts,1,0,Female,White,0,Middle,7.1,No
3.05,1194.0,0,31.0,1.2,8.6,Arts,0,1,Female,Hispanic,0,Middle,9.9,No
3.21,1287.0,0,72.0,4.6,8.9,SocialSci,1,0,Other,White,0,High,7.9,Yes
3.06,1235.0,1,43.0,4.0,4.5,Health,0,1,Other,White,1,Middle,2.1,No
2.69,1208.0,1,66.0,4.7,7.4,Health,0,0,Male,White,0,Low,2.0,Yes
2.32,1189.0,1,53.0,3.5,9.9,Arts,0,0,Female,Black,0,High,2.8,Yes
2.03,1159.0,1,46.0,2.9,6.7,Business,0,1,Other,Black,0,Middle,1.5,Yes
2.44,1309.0,0,47.0,4.9,7.7,STEM,0,1,Other,Hispanic,0,High,9.1,Yes
3.12,1128.0,1,42.0,2.2,6.0,Arts,0,0,Other,Asian,0,Low,5.5,No
2.05,1032.0,0,2.0,1.9,9.7,Health,0,1,Female,Hispanic,0,Low,5.5,No
2.64,1101.0,0,40.0,2.1,5.4,Health,0,0,Other,White,0,High,4.3,No
2.08,1156.0,0,43.0,2.7,3.6,Business,1,0,Other,Other,0,Middle,4.0,No
3.37,1268.0,0,76.0,4.8,2.1,STEM,1,0,Female,White,0,Middle,2.9,Yes
3.03,1164.0,1,72.0,1.4,1.4,SocialSci,0,1,Female,Asian,0,Middle,3.8,No
3.78,1082.0,1,52.0,1.9,7.6,Arts,0,1,Female,Black,0,Low,6.1,No
3.26,1110.0,0,43.0,3.3,3.0,Arts,0,0,Other,White,0,High,5.7,No
3.41,1168.0,0,83.0,2.0,1.3,STEM,1,0,Male,Black,0,High,3.4,Yes
3.76,1221.0,1,64.0,2.8,7.1,STEM,1,0,Male,Other,0,Low,7.7,Yes
3.79,1539.0,1,78.0,1.6,5.9,Arts,0,1,Female,Hispanic,0,Low,6.9,Yes
2.74,1346.0,0,65.0,4.2,5.1,SocialSci,0,0,Male,Black,0,Middle,2.8,Yes
3.17,1288.0,0,38.0,4.8,9.4,Arts,0,1,Male,Asian,0,Low,7.7,No
2.81,1176.0,0,41.0,4.4,6.1,STEM,0,0,Male,Other,0,Low,3.9,No
3.13,1302.0,1,66.0,1.5,9.7,Health,0,0,Female,Asian,1,High,1.7,Yes
3.88,1338.0,1,44.0,4.3,4.6,Health,0,0,Other,Other,0,Low,8.9,Yes
3.99,1242.0,0,45.0,1.8,8.9,STEM,1,0,Other,Hispanic,0,Middle,8.9,Yes
2.94,1193.0,0,88.0,4.1,7.6,Health,1,0,Male,Asian,1,Middle,6.5,Yes
2.13,1034.0,1,45.0,4.6,6.8,Health,0,0,Female,White,0,Middle,3.2,No
3.92,1154.0,0,26.0,1.8,1.1,SocialSci,0,1,Female,Hispanic,0,High,5.3,No
2.24,1131.0,0,69.0,4.4,8.2,Arts,0,0,Female,Other,0,Middle,3.6,Yes
2.05,1169.0,1,34.0,4.9,8.2,Business,0,0,Male,Black,0,Middle,4.5,No
3.4,1272.0,0,85.0,4.6,2.4,SocialSci,0,0,Male,Black,0,High,5.4,Yes
3.7,1233.0,0,41.0,4.5,8.6,SocialSci,0,0,Female,Other,0,Middle,8.3,Yes
3.24,1102.0,1,45.0,2.5,5.3,Health,0,0,Male,Other,0,Low,1.9,No
